比尔有9颗弹球,吉姆比比尔少7颗.请问比尔有几颗弹球?
弟弟有55颗葡萄,妹妹比弟弟少4颗.我姐姐有多少葡萄?
斯基奇坐公交车一天要花15卢比.如果她乘公共汽车旅行30天,要花多少钱?
安妮今年16岁,她的伴侣比她小3岁.这个搭档多大了?
苏尼尔有58卢比.我有24卢比.萨曼有多少钱?
拉尼比苏尼尔小10岁.如果苏尼尔是17岁,那拉尼是多大?
如果256个气球分给8个朋友,每个人能得到多少个气球?
阿尼尔跑16公里.卡马尔跑了37公里.他们都跑了多少公里?
米娜比西塔高9英寸.如果悉达的高度是129英寸,米娜的高度是多少?
如果一个芒果的价格是15卢比,那么总共收到的金额是多少?
卡马尔有241卢比.如果苏达斯的钱数比卡马尔的钱数少1卢比,那么卡马尔的钱数是多少?
一排有111把椅子.如果去掉34个席位,还剩下多少个席位?
罗摩的体重只有我的一半.如果我重50公斤,罗摩重多少?
一条面包的价格是52卢比.买3条面包要多少钱?
你需要52个樱桃来做一瓶.520个樱桃能做成多少瓶饮料?
19马的竞争.如果有8匹马退出比赛,还剩多少匹?
母鸡下了7个蛋.7只母鸡下了多少只蛋?
猫抓了5只老鼠.7只猫抓了多少只老鼠?
如果一个球得22分,那么4个球得多少分?
鸵鸟下一个蛋.有多少只鸵鸟下61个蛋?
一块巧克力由12个部分组成.有多少人能把巧克力分成2份?
有100块砖.25块砖可以堆成多少堆?
一支铅笔的价格是12卢比.买12支铅笔要多少钱?
一根灯柱可以装48盏灯.两个灯笼需要多少盏灯?
圣拉各斯有50条面包.巴拉有85条面包.巴拉有多少条面包?
苏丹达有6块蛋糕.苏斯拉吃两个.还剩多少块蛋糕?
米奇有32只袜子.每双袜子2双,米奇能做多少双袜子?
坎赛有9个系列.一条项链有17颗珠子.所有项链的珠子总数是多少?
我有37个平底锅.哥哥有12个问题.我还剩多少酒?
阿卡有8件礼服.阿姨有7件长袍.礼服的总数量是多少?
我叔叔有20件纱丽.爸爸有10件纱丽.纱丽的总数量是多少?
叔叔的房子有两辆车.大伯的房子里没有车.汽车的总数是多少?
苏妮莎有两个洋娃娃.苏茜拉的娃娃是苏妮莎的两倍.苏西拉有多少个洋娃娃?
我有70块饼干.每人饼干的数量除以7是多少?
一条项链要340卢比.买3条项链需要多少钱?
120年,披萨.7个披萨你需要多少钱?
我有8卢比.我愿意为这些生活福利支付多少钱?
一个书架上可以放64本书.5个书架可以放多少本书?
一架飞机最多可载客750人.两架飞机能坐多少人?
一辆公共汽车一次最多可载30人.如果公共汽车旅行了5次,总共能旅行5次的人数是多少?
一堆米中有1050粒米.每堆50粒米,你能堆多少堆米?
这个钩子一次能钓两条鱼.多少鱼能钓到20只公鸡?
芭堤雅有90英尺高.4只蝙蝠有几只脚?
老鼠一次吃两片木头.你7次吃多少块木头?
一个书架最多可以放25本书.5层楼的2个书架上总共能放多少本书?
飞机一天飞两次.在飞机上飞行3天的总人数是多少,每次350人?
每天开六趟车.一次旅行15人.8天内旅行的乘客总数是多少?
一个人要花两个小时砌一堵墙.如果一个房间有4面墙,一个人需要多少小时?
一个人一天工作八小时.7天工作的总小时数是多少?
一个人要花一个小时才能砍倒一棵树.每天砍7棵树.5天内砍伐的树木总数是多少?
这鱼钩一次吃三条鱼.如果你一天吃三次一个鱼钩,你一天需要吃多少条鱼?
这鱼钩一次吃三条鱼.如果你一天吃一个鱼钩3次,5天你需要吃多少条鱼?
鸵鸟一次下两个蛋.一只鸵鸟能下多少个蛋,40个?
老鼠一夜之间吃了一双鞋.你5天穿了多少双鞋?
迪努斯有50个甜甜圈.如果迪努斯吃了25个,还剩下多少个甜甜圈?
尼拉比马拉大三岁.如果马拉31岁,那尼拉多大了?
拉维得了75分.斯旺的得分是拉维的两倍.一只天鹅有多少分?
悉达有99块饼干.米娜有62块饼干.悉达有多少额外的饼干?
茹万有782颗宝石.海王拥有624个宝石.茹万有多少额外的宝石?
拉赫茹有79个球.班达没有球.拉希鲁有几个球?
杜拉里有19本书.保罗有20本书.保罗有多少多余的书?
兰詹有100颗椰子.罗摩有75个椰子.兰詹还有多少?
苏玛那有21张牌.尼玛拉有98张卡.尼玛拉有多少额外的卡?
马欣达有56幅画.尼曼莎有41幅画.马欣达还有多少幅画?
一面镜子的两面.10面镜子有多少面?
每瓶喝2升.14个瓶子里有多少升?
汽车有四个轮子.50辆车里有多少个轮子?
一棵树有25朵花.25棵树上有多少朵花?
三角形有三条腿.三角形的英尺数是多少?
这个盒子有六个边.6个盒子有多少面?
时钟有12位数字.12个钟多少个?
每平方英尺4英尺.13平方英尺是多少?
人类有32颗牙齿.5个人有多少颗牙齿?
鸟有11根大羽毛.8只鸟有多少根大羽毛?
公共汽车有14个座位.一辆公共汽车一次能上多少人?
一棵树有500个果实.多少500头大象够50头大象?
蛇一次下3个蛋.16条蛇能下多少个蛋?
蛇一次下3个蛋.11条蛇在2轮中会下多少个蛋?
有54个裙子纽扣.2条裙子有多少个扣子?
一张纸上有30个球.在30个叶状结构中有多少个球?
字母表里的25个字母.25个字母中有多少个字母?
一次有125辆车通过这条路.有多少车辆行驶了2次?
每天花费170卢比.30天的总费用是多少?
哈沙纳每天吃5只乌都韦德.10天内吃了多少乌都韦德?
贾格斯每小时跑9公里.跑9个小时要走多少公里?
米娜点了17个披萨.如果一个披萨可以被4个人吃,那么会点多少个披萨?
我每分钟写84封信.你在4分钟内写了多少封信?
每分钟60秒.6分钟有多少秒?
每小时60分钟.6小时有几分钟?
米奇有78条面包.米娜有95条面包.米娜有多少条面包?
希拉有8块蛋糕.之一希拉吃4.还剩多少块蛋糕?
我有90双鞋.一双鞋2双,你能做几双袜子?
小的那个有10件礼服.一件礼服上有50朵花.所有的礼服上有多少朵花?
如果一个锅每天装3毫升水,37天后,锅里的水的体积是多少?
这家工厂每小时生产278瓶啤酒.21小时生产多少瓶啤酒?
一种仪器在1分钟内将50克大米磨成面粉.221分钟后你磨了多少克米?
卡鲁那每1分钟绕花园跑2圈.卡鲁那跑25圈需要多少分钟?
迪雷卡在1小时内读完了32页的小说.如果这本小说有478页,她要多久才能读完?
萨曼莎走2公里需要27分钟.萨曼莎走5公里要多长时间?
一份报纸有36页.2674份报纸有多少页?
玛妮卡每分钟沏15杯茶.玛妮卡泡170杯茶需要几分钟吗?
一名年轻女子在一家服装厂每小时缝20条裤子.她缝260条裤子要花多少小时?
大厅里有15把椅子排成一排.如果大厅里有62排椅子,椅子的总数是多少?
每品脱能装的水的体积是2升.如果一个水箱装满了57公升的水,那么这个水箱能装满多少品脱的水?
火车上有11个箱子.如果一个箱子能载42名乘客,那么每个箱子能载多少人?
迈克尔从12棵椰子树上摘坚果,获得640卢比的报酬.从110棵椰子树上摘坚果要花多少钱?
陆军一天走22公里.如果他们要走的总距离是226公里,需要多少天才能走完?
卡玛拉准备了126卡沃斯.如果卡玛拉给每所房子分配7个卡沃斯,她能给每所房子分配多少卡沃斯?
苏尼尔有154颗太妃糖.如果他把太妃糖分成2个罐子,一个罐子里有多少个太妃糖?
老师带来了50本书.如果她把书分发给25个孩子,会剩下多少书?
一只老鼠在一天内偷偷吃了9块奶酪.一只老鼠在5天内偷了多少块奶酪?
一张床单有18个盒子.6张纸里有多少个盒子?
一头奶牛每天产3升牛奶.你每天从14头奶牛那里得到多少升牛奶?
1包饼干包含12块饼干.100包饼干有多少块?
这家商店有782公斤胡萝卜.另一家商店有256公斤胡萝卜.两个商店都有多少胡萝卜?
一块蛋糕需要16块巧克力.11个蛋糕需要多少巧克力?
一个南瓜含有76颗种子.5个坚果有多少个?
阿卡拥有10张卫塞卡.我姐姐有17张卫塞卡.卫塞卡的总数是多少?
1美元的售价是180卢比.90美元多少钱?
查玛丽在1天内填满25个数据表.她在177天里填了多少张数据表?
一只鸟一天能飞29公里.你将在21天内飞行多少公里?
一辆车可运输25公斤木柴.如果运输2675公斤木柴,需要多少辆车?
皮美每天读7个短篇故事.如果皮美读完227篇短篇小说,要花多少天呢?
帕拉用3公斤红土豆换2公斤胡萝卜.如果帕拉得到200公斤红土豆,他交换了多少公斤胡萝卜?
拉马尼在一小时内写了7封信.拉马尼在8小时内准备了多少封信?
一个瓶子有7个洞.220个按钮有多少个孔?
吉纳达萨有37个玻璃球.查图里比吉纳达萨少10个玻璃球.查图里有几个玻璃球?
每两天在网站上发布新闻.这条新闻在17天内发布了多少次?
朋友软件一次发送12条信息.卡图拉软件一次发送15条信息.如果他们每人发送了2条消息,那么查图拉软件又发送了多少条消息?
一个冰箱可以储存36瓶饮料.12个冰箱能装多少瓶?
狗的寿命是15年.如果这只狗现在5岁了,你还能指望它活多少年?
农场里有23只山羊.如果一天后有7只山羊搬迁,那么农场还会剩下多少只山羊?
皮图竹可以在1小时内煮12片皮图.8小时可以煮多少块皮塔饼?
教室里有12排.一排可坐5个学生.整个教室能坐多少个学生?
一桶的价格是12卢比.如果1天可以卖出130个料斗,那么卖出的料斗总金额是多少?
一个电炉一次可以做12块饼干.8个回合可以做多少块饼干?
一桶可盛3升水.8个桶能装多少升水?
一条短信的费用是1卢比.打一个电话每分钟2卢比.如果使用12条短信和7分钟的电话,总成本是多少?
皮亚尔花了12分钟才到达加勒.桑杜尼比皮亚尔少花了3分钟到达加勒.皮亚尔和桑杜尼去加勒花了多少分钟?
一公斤糖的价格是78卢比.每公斤大米售价126卢比.如果购买12公斤糖和7公斤大米,总成本是多少?
从科伦坡到加勒的距离是114公里.加勒到卡拉皮提亚的距离是6公里.如果一个人从科伦坡旅行到加勒,再从加勒旅行到卡拉皮提亚,总路程是多少?
一个鸡蛋桶售价35卢比.如果1天可以卖出130个蛋筒,那么总共卖出多少个蛋筒?
卡马尔花了18分钟缝一件衣服.桑杜尼缝一件衣服比皮亚尔少2分钟.皮耶尔和桑杜尼花了多少分钟缝制礼服?
沙兰尼花了32分钟到达玛塔拉.拉拉里比沙兰尼少花了3分钟到达玛塔拉.他们俩去玛塔拉花了多少分钟?
需要2吨沙子,1吨石头和1吨水泥才能制作2吨混凝土.做7吨混凝土拌料需要多少吨沙子、石头和水泥?
一件衬衫上有6个扣子.233件衬衫上有多少颗纽扣?
一辆车可以载5个人.35个人需要多少辆车?
做一个面包需要3分钟.做38个面包要多长时间?
一杯可盛100毫升饮料.900毫升饮料能装多少杯?
达萨有68张彩色纸.瑞德米比彩纸少9个纸奴.瑞德米有多少张彩纸?
一条项链上有36颗珠子.720颗珠子可以做成多少条项链?
一个箱子能装15个芒果.750个芒果你需要装多少盒?
一个面包的价格是25卢比.如果1天可以卖出70个面包,那么卖出的面包总数是多少?
一个苹果要45卢比.如果每天收到的苹果总数是900卢比,那么卖出了多少个苹果?
罗山有12支铅笔.悉达少9支铅笔.悉达有多少支铅笔?
可以在昏暗的纸上裁出13颗星星.要裁263颗星星你需要多少张纸?
机器的齿轮每分钟转动7次.如果链轮转动742次,需要多少分钟?
1澳元的售价相当于157卢比.70澳元多少钱?
一瓶可以装850克糖.7600克糖需要多少瓶?
尼玛拉有12个袋子,卡玛拉比尼玛拉多8个.卡玛拉有多少个包?
卡马尔打碎了20个橘子,扔掉了10个腐烂的.还剩下多少橘子?
尼马尔在比赛中游了8英里,走了2英里.尼马尔是游多远而不是走多远?
威玛a打碎了37个玫瑰苹果,扔掉了其中的9个.还剩下多少个玫瑰苹果?
卡米拉做了饼干,她用了5杯面粉和2杯糖.卡米拉用的面粉比糖多多少?
苏尼尔和威玛订了旅行票,苏尼尔买了7张票,威玛买了5张票.苏尼尔比威马尔多买了多少张票?
苏尼尔和玛丽计划去旅行,苏尼尔在地图上标记了6个地方,玛丽标记了14个地方,苏尼尔比玛丽标记的地方少多少?
沙棘汁发现了8枚炮弹,但有3枚破碎了,有多少枚未破碎的炮弹被发现了?
威玛在周一写了7门考试,但只通过了5门,威玛有多少门考试不及格?
卡马尔发现了15枚硬币,但有10枚是假的,那么卡马尔找到了多少枚好硬币呢?
安妮塔的包里有10个气球,她的朋友给了她10个气球,现在安妮塔有多少个气球?
抽屉里有12个平底锅,威玛扔掉了3个,现在有多少支笔?
动物园里有15头狮子,动物园管理员从动物园里拿走了3头狮子,现在有多少头狮子?
纳马尔买了12张票,尼马尔给了他3张票,纳马尔现在有多少张票?
篮球队有12个男生,18个女生,有多少学生?
笼子里有12只鹦鹉和10只鸽子,笼子里有多少只鸟?
威玛有10个包,其中7个是小的,其余的都是大的,请问有多少个大的包?
凯萨琳从罐子里拿出25张牌罐子本来有47张牌,罐子里还剩下多少张?
希瑟有9个贴纸,乔纳森有16个贴纸,如果乔纳森把他所有的贴纸都给了希瑟,那么希瑟有多少贴纸?
目前公园里有34棵树,园艺工人今天将种49棵树.工作完成后会有多少棵树?
卡亚尔有15个苹果,萨那比卡亚尔少6个,萨那有多少个苹果?
威玛今年25岁,他的朋友比他小2岁.他的朋友多大了?
拉维有12条面包卡马尔比拉维少8条面包卡马尔有多少条面包?
阿迈勒写了7页,打了5页作业,阿迈勒写的比打的多多少?
狗跑了10英里,游了16英里,狗游了多远?
阿尼尔买了一辆车,他用了一张200万卢比的支票和一张100万卢比的支票,阿尼尔用的钱比支票多多少?
唱诗班有17个男孩和14个女孩,这个小组有多少学生?
班达拉用15公斤面粉和3公斤人造黄油做了面包.他比人造黄油多用了多少公斤面粉?
格雷格和莎伦有邻近的农场,周一格雷格收获了7英亩,莎伦收获了0.1英亩.
哈里有18株植物,但有12株死了.哈里现在有多少植物?
卡马尔有800美元,他父亲又给了他1700美元.卡马尔现在有多少美元?
车上有10个空座位,乘客有3个,现在有多少个空座位?
行李里有14件衬衫,卡马尔从行李里拿了3件,现在行李里有多少件衬衫?
卡鲁那有20个橘子,哈里比卡鲁那少4个橘子.哈里有多少个橘子?
拉尔有15个平底锅,玛利亚比拉尔少9个.玛丽有多少只平底锅?
尼马尔有38个袋子,哈里比尼马尔多6个袋子.哈里有多少个包?
尼玛利有100卢比,卡马尔比尼玛利少7卢比.卡马尔有多少钱?
玛丽有40块饼干,帕汉比玛丽多5块饼干.这盏灯有多少块饼干?
阿迈勒有7个箱子,萨马尔比阿迈勒少3个箱子.萨马尔有多少箱子?
斯赫尼 24岁,普尼玛比斯赫尼小7岁.普尼玛多大了?
阿尼尔50岁,哈林比阿尼尔小10岁.哈林多大了?
昨天我在家里的花园里看到了7只小蝴蝶.路上又发现了三只蝴蝶.你看到了多少只蝴蝶?
你有36颗葡萄.他们应该平均分配给6个朋友.1一个人能得到多少葡萄?
基特马尔有一本240页的书.他本该在8天内读完这本书.他一天应该读多少页如果他想在一天内读相同的页数?
绿豌豆有24个杯子可以装满一个罐子.每天使用3杯绿色的克.青豆在罐子里多少天才够?
这个球盒重56克.一个球重8克.书柜里的球总数是多少?
迈克的年龄是11岁,比他4岁的妹妹小.迈克53岁了,加上他叔叔的年龄.迈克的叔叔多大了?
独自工作时,瑞恩能在五小时内挖出一个10英尺× 10英尺的洞.卡斯特能在六小时内挖好同样的洞.如果他们一起工作,需要多长时间?
八年前,霍尔德比她儿子大七倍.今天,她的年龄正好是她儿子的三倍.霍尔德夫人和她儿子今天多大了?
麦斯奇比山姆大7岁,他们的年龄总和是27岁.他们的年龄是多少?
你可以在3小时内粉刷一个房间.你弟弟4小时就能搞定.你们俩一起工作需要多长时间?
怀斯购买了价值1950美元的股票,有些每股3美元,有些每股4.5美元.如果他总共买了450股,他每股买了多少?
克里斯托弗的年龄是加布里埃拉的两倍.九年前,克里斯托弗的年龄是加布里埃拉的五倍.克里斯托弗现在多大了?
奥尔加的一角硬币是五分硬币的五倍.如果她有3.30美元,她每枚硬币有多少?
一个女人的年龄是她儿子的三倍,他们的年龄加起来是52岁.找出每个人的年龄.
赫尔曼有125美元,钱德拉有80美元.在他们每人支付了一张音乐会门票后,赫尔曼的钱是钱德拉的六倍.钱德拉先生还剩多少钱?
两辆反向行驶的汽车在两小时后相距360公里.如果一辆车的速度比另一辆快6公里每小时,求慢的那辆车的平均速度.
一个女人以5%的利率投资,是她以6%的利率投资的4倍.她在一年内从两个账户中获得的利息总额是520美元.每一种利率下她投资了多少?
假设你把25%的铜合金锭和50%的铜合金锭结合起来,制造40公斤45%的铜合金锭.每种你需要多少公斤?
如果萨利可以在4小时内刷完一间房子,约翰可以在6小时内刷完同样的房子,那么他们两个一起刷房子需要多长时间?
杰森的年龄是凯特的六倍.两年后,杰森的年龄将是凯特的两倍.杰森现在多大了?
拉菲的年龄是奥利的四分之三.四年前,拉菲一岁多,只有奥利的一半大.它们的年龄是多少?
基尔要为一个派对做13磅什锦坚果.花生每磅2美元,花式坚果每磅7.5美元.如果基尔只能花70美元买坚果,那么他应该每磅买多少?
乔治为过路费省了一毛钱.如果他有28枚硬币价值2.60美元,那么五分和一角分别有多少?
十年前,一个男人的年龄和他妻子现在的年龄一样大.这个男人现在的年龄是他妻子当时年龄的两倍.他们现在多大了?
一个七口之家花了119美元买了一张圣地亚哥动物园的门票.如果成人票是21美元,儿童票是14美元,那么一共买了多少张成人票?
75毫升的75%酒精溶液需要加多少水才能得到45%的酒精溶液?
一种35%乙二醇的溶液被保存在一个400加仑的容器中.在一个190加仑的罐中装有72%的乙二醇溶液.两个容器加多少才能使一个200加仑的容器含有50%的乙二醇?
三年前,甲的年龄是乙的两倍.再过7年,他们的年龄加起来就是83岁.今天甲的年龄是多少?
一个汽车散热器含有10升30%的防冻液.如果最终的溶液是50%的防冻液,那么需要用多少升的纯防冻液替换?
一名船主将石油和汽油混合制成12加仑燃料,每加仑8美元.石油价格为每加仑15美元,汽油价格为每加仑3美元.每种汽油应该用多少加仑?
玛丽比赛斯大9岁.一年后她的年龄将是他的三倍.他们多大了?
你将7,200美元投资于两个账户,年利率分别为8%和10%.在年底,这些账户赚取相同的利息.每笔投资投资了多少?
贾斯汀能在2小时内修剪草坪.大卫能在3小时内割完一块草坪.他们一起割一块草坪要多长时间?
对于聚会,成人票卖15美元,儿童票卖10美元.共售出140张票,总价值1600美元.每种票卖出了多少张?
贝拉的哥哥比贝拉大9岁.他们的年龄加起来是19岁.贝拉多大了?
龙头a可以在20分钟内灌满一个浴缸,龙头b可以在30分钟内灌满同样的浴缸.如果他们一起打开,要花多长时间装满同一个浴缸
你的年龄是你妹妹的四倍.8年后你的年龄将是你妹妹的两倍.你现在几岁了?
42岁的玛丽阿姨有一个12岁的侄女.再过多少年,这位阿姨的年龄就会是她侄女的两倍了?
珍在她儿子出生的时候25岁,她现在的年龄是她儿子现在的3倍不到7岁.珍现在多大了?
如果一个2英里长的游行队伍以3英里每小时的速度行进,一个跑步者(以6英里每小时的速度慢跑)从游行队伍的前面走到游行队伍的末尾需要多长时间?
两个学生相距350米,开始以恒定的速度走向对方.一个是1.6米/秒,另一个是1.9米/秒.他们要走多久才能见面?他们各自走了多远?
玛丽有7个25美分硬币,是10美分硬币的两倍多.她总共是10.15美元,她有多少个硬币?
凯文的妹妹玛丽比他小五岁.他们的年龄总和是33岁.凯文多大了?
乔跑得比皮特快一倍.他们从同一点出发,向相反的方向跑40分钟,然后他们之间的距离是16公里.乔跑得多快?
艾伦在邮局买了20张37美分和20美分面值的邮票.如果邮票的总成本是7.06美元,艾伦买了多少37美分的邮票?
修剪草坪甲需要130分钟,乙需要100分钟,丙需要150分钟.如果他们三人一起修剪同一块草坪,需要多长时间?
布鲁斯36岁.他的儿子8岁.再过多少年布鲁斯就会是他儿子的三倍大了?
安吉拉的年龄是贝丝的四倍.五年前他们的年龄加起来是45岁安琪拉五年后会是多大?
大学剧院卖出了一场演出的529张票.成人票25美元,老年人票15美元.如果总收入是9745美元,卖出了多少张老年人票?
一个人把一定数额的钱以2%的利率投资到另一个账户,再多投资800美元,利率为4%.一年结束时,他赚了92美元的利息.每个账户投入了多少钱?
南希能在3小时内割完一码草,彼得能在4小时内割完.假设他们一起工作,完成需要多长时间?
比尔和本加起来已经91岁了.如果比尔的年龄是本年龄的两倍,那么求他们现在的年龄.
安比克里斯汀大5岁.再过10年,克里斯汀的年龄已经24岁了,比他们的年龄差还多.他们现在多大了?
瑟琳娜九岁了.她的母亲39岁.再过多少年,她妈妈就会是瑟琳娜的三倍大了?
乔的年龄比他的哥哥汤姆小四岁.他们年龄的总和是41岁.找出每个人的年龄.
林奇太太有21个五分和一角的硬币.总价值是1.65美元.每枚硬币有多少个
琳达的年龄是简的两倍还多.再过五年,他们的年龄加起来将是28岁.琳达现在多大了?
凯文16岁,凡妮莎2岁.凯文要过多少年才能长到凡妮莎的三倍大?
一个38岁的男人有一个14岁的儿子.多少年前父亲的年龄是他儿子的七倍?
如果两个兄弟的年龄是3比2,他们的总年龄是60岁,他们的年龄差是多少?
里奇10岁时,他父亲45岁.里奇要过多少年才能比他父亲大五分之一?
父亲比儿子大五倍.15年后父亲的年龄将是儿子的两倍.
一个高中毕业班由345名学生组成.女孩比男孩多69个.班上有多少男生?
简上周工作的时间是吉姆的三倍.如果他们俩一起工作了28小时,他们俩分别工作了多少小时
一个池子可以在10小时内装满水.排干水池需要20小时.如果水池是空的,排水管是开着的,需要多少时间填满水池?
本比丹小三岁.他们的年龄加起来是53岁.它们的年龄是多少?
安娜的钱包里有12张钞票,大约5美元和10美元.这些钞票的总价值是100美元.安娜每张钞票有多少张?
克雷格比他妈妈小24岁.他们的年龄加起来共有56岁.每个人怎么样?
路易斯和茱莉亚有相同数量的硬币.路易斯只有10美分的硬币,茱莉亚只有2角5分的硬币.如果茱莉亚比路易斯多了1.80美元,每人有多少钱?
现在一位父亲的年龄是他儿子的四倍.如果他们十年前的年龄加起来是六十.找到他们现在的年龄?
罗莎18岁,亚瑟24岁.多少年前亚瑟的年龄是罗莎的三倍?
泰勒比他哥哥小三岁.他们年龄的总和是11岁.泰勒多大了?
吉娜有一堆50个10分和5分的硬币,价值4.30美元.每一种她有多少?
埃德温比他的哥哥埃德温大6岁.再过两年,埃德温就20岁了,比他的年龄大三分之一还多.这两兄弟现在多大了?
一位妇女42岁,她的女儿8岁.再过多少年这位母亲的年龄就会是她女儿的三倍了?
化学家希望将10%的酸溶液和5%的酸溶液混合,制成2升8%的酸溶液.每种溶液应使用多少升?
约翰的年龄是他哥哥的四倍还不到六倍,他们年龄的总和是十倍.你怎么解这道应用题?
安娜的钱包里有12张钞票,大约5美元,大约10美元.这些钞票的总价值是100美元.安娜每张钞票有多少张?
音乐老师的年龄是沃尔特的三倍.12年后,她的年龄将是沃尔特的两倍.沃尔特多大了?
父亲的年龄是儿子的四倍.五年后,这个数字将是他儿子的三倍.如果父亲的年龄是他儿子的两倍,还要多少年?
胡里奥36岁,詹姆斯11岁.多少年后胡里奥的年龄会是詹姆斯的两倍?
吉姆比辛迪大5岁.四年前,他们的年龄加起来是21岁.现在找出他们的年龄.
科迪是埃文的两倍大,九年前他们的年龄加起来是六岁.现在找出每个男孩的年龄.
一个女人的年龄是她儿子年龄的三倍多.他们的年龄加起来是84岁.这个儿子多大了?
父亲的年龄是女儿的四倍.再过20年,他的年龄将只有他女儿的两倍.这对父女现在多大了?
泰勒比克莱大一岁,是他年龄的三倍.他们年龄的总和是21.泰勒多大了?
三年前,马克一岁,是亚伦的三倍多.四年后,马克的年龄将是亚伦的两倍多.马克多大了?
莉莎的年龄是内内的四倍.六年前,她的年龄是内内的七倍.找出他们现在的年龄.
五年前,露西的年龄是可爱的三倍.10年后,露西将是可爱的两倍大,他们现在多大了?
克鲁兹夫人今年40岁,她的大女儿12岁.她什么时候会长到她大女儿的两倍大?
杰西集邮.他现在有444张邮票.他有来自欧洲国家的邮票是来自亚洲国家邮票的三倍.他有多少张邮票来自欧洲国家?
一年前,约翰的年龄是拉里的三倍.一年后,他的年龄是拉里的两倍.约翰和拉里多大了?
杰克的步幅是64厘米,吉尔是56厘米.如果他们一起开始,他们走了多远,当他们下一步的步伐?
六年前,乔西的年龄是她侄女黛安的五倍.如果黛安的年龄是她姑姑的三分之一,她现在多大了?
何塞比玛丽亚大12岁.他们年龄的总和是40.玛丽亚多大了?何塞多大了?
汤姆比爱丽丝小15岁.十年前,爱丽丝的年龄是汤姆的四倍.他们现在都多大了?
比尔一岁不到他妹妹卡罗琳的两倍大.他们的年龄总共是26岁.比尔现在多大了?
乔恩能在6小时内修剪草坪.金可以在5小时内修剪草坪.如果他们一起工作的话,修剪草坪要花多长时间?
一个进水管可以在10小时内装满一个水箱,而一个出水口可以在15小时内清空同一个水箱.两个管道都不小心打开了.把两根管子都打开要多长时间才能把水箱装满?
两辆车同时驶离城镇,朝着同一个方向.一个以每小时50英里的速度行驶,另一个以每小时70英里的速度行驶.再过多少小时,他们就会相距60英里了?
罗斯的年龄是她母亲的三分之一.他们年龄的总和是100.他们每个人都多大了?
亚当比伊芙小5岁.一年后,伊芙的年龄将是四年前亚当的三倍.亚当多大了?伊芙多大了?
丽莎和凯被他们的妈妈要求去打扫他们的房间.丽莎可以在8小时内打扫她的房间,凯可以在12小时内.如果他们俩一起打扫房间需要多长时间?
如果一个人可以在5小时内粉刷房子,另一个人可以在3小时内,如果5小时的人比3小时的人早一个小时,他们需要花多少时间?
如果萨米可以在3小时内修剪草坪,劳拉可以在4小时内修剪同样的草坪,他们一起工作需要多长时间?
伊娃比朱丽安大两岁.他们年龄的总和是20岁.找出他们现在的年龄.
谢尔曼的年龄和他爷爷的年龄加起来等于72岁.他爷爷的年龄是他的七倍.他们多大了?
乔比詹姆斯大10岁.8年后,乔年龄的两倍将等于詹姆斯年龄的三倍.他们现在都多大了?
亚历克斯的父亲五岁,是他现在年龄的两倍还多.六年前,他只有现在的三分之一大.他们现在多大了?
萨姆森6岁了.他的妈妈30岁了.如果参孙的母亲的年龄是参孙的四倍,参孙会多大呢?
返校舞会的门票是一张20美元,一对夫妇是35美元.门票总收入为2280美元,有128人参加.每种类型卖出了多少张票?
一辆汽车离开车站,以每小时55英里的速度向西行驶.一小时后,一辆卡车离开同一车站,以每小时65英里的速度在同一条路上向西行驶.卡车要多久才能超过小汽车?
1号车离开迈阿密以每小时47英里的速度行驶.2小时后2号车开出,时速58英里.2号车要多久才能赶上1号车.
两辆公共汽车同时离开车站.一个以每小时55英里的速度向东移动.第二辆以每小时60英里的速度向西行驶.两辆公共汽车相距460英里需要多少小时?
桑德拉今年36岁.她的儿子14岁.多少年前桑德拉比她儿子大3倍?
琼比罗布大五岁.十年前他们的年龄加起来是25岁,现在他们多大了?
五年前,杰伊比玛丽大七岁.五年后,杰伊的年龄将是玛丽的两倍.玛丽现在多大了?
一个班的男女比例是3:7.如果班上一共有30个学生,男生有多少?
五年前玛丽的年龄是她儿子的五倍.3岁以后,她的年龄将是8岁,比她儿子相应年龄的3倍还少.
苏和大卫是兄弟姐妹.他们的年龄加起来是22岁.苏比大卫四岁.苏和大卫多大了?
豆粕含有14%的蛋白质.玉米粉含有7%的蛋白质.每种蛋白质需要混合多少磅才能得到含13%蛋白质的280磅混合物?
克林克今年35岁,他的女儿10岁.多少年后克林克先生的年龄会是他女儿的两倍?
60升10%盐酸溶液中需要加入多少升盐酸才能得到15%盐酸溶液?
丹尼尔69岁,伊桑6岁.要过多少年丹尼尔才会变成伊桑的四倍大?
吉姆和鲍勃是画家.吉姆可以在6小时内刷墙,鲍勃可以在4小时内刷同样大小的墙.如果吉姆和鲍勃一起工作,粉刷墙壁需要多长时间?
汤姆和蒂姆的年龄加起来是21岁.三年后汤姆的年龄将是蒂姆的两倍.他们现在多大了?
斯科特以8%的收益率投资1260美元,比12%的收益率多.这两种投资的利息是一样的.他以8%的利率投资了多少?
迈克尔的年龄是玛吉的两倍.九年前,迈克尔的年龄是玛吉的五倍.他们现在都多大了?
肖恩粉刷房子要花18个小时.凯伦可以在12小时内粉刷房子.shawn和卡壬一起粉刷房子需要多长时间?
2000年,唐纳德12岁,他父亲40岁.哪一年唐纳德的父亲的年龄是唐纳德的8倍?
